0,0,1,0,1,0,-1,0,0,0,0,0.5,0
0,0,1,0,1,0,-1,0,0,1.8813e-05,0,0.49999,0
0,0,1,0,1,0,-1,0,0,7.5125e-05,0,0.49998,0
0,0,1,0,1,0,-1,0,0,0.00016875,0,0.49995,0
0,0,1,0,1,0,-1,0,0,0.00029949,0,0.49992,0
0,0,1,0,1,0,-1,0,0,0.00046717,0,0.49987,0
0,0,1,0,1,0,-1,0,0,0.00067159,0,0.49982,0
0,0,1,0,1,0,-1,0,0,0.00091256,0,0.49975,0
0,0,1,0,1,0,-1,0,0,0.0011899,0,0.49967,0
0,0,1,0,1,0,-1,0,0,0.0015034,0,0.49959,0
0,0,1,0,1,0,-1,0,0,0.0018529,0,0.49949,0
0,0,1,0,1,0,-1,0,0,0.0022382,0,0.49938,0
0,0,1,0,1,0,-1,0,0,0.0026591,0,0.49927,0
0,0,1,0,1,0,-1,0,0,0.0031155,0,0.49914,0
0,0,1,0,1,0,-1,0,0,0.003607,0,0.49901,0
0,0,1,0,1,0,-1,0,0,0.0041337,0,0.49886,0
0,0,1,0,1,0,-1,0,0,0.0046951,0,0.49871,0
0,0,1,0,1,0,-1,0,0,0.0052913,0,0.49854,0
0,0,1,0,1,0,-1,0,0,0.0059219,0,0.49837,0
0,0,1,0,1,0,-1,0,0,0.0065868,0,0.49819,0
0,0,1,0,1,0,-1,0,0,0.0072858,0,0.498,0
0,0,1,0,1,0,-1,0,0,0.0080187,0,0.49779,0
0,0,1,0,1,0,-1,0,0,0.0087853,0,0.49758,0
0,0,1,0,1,0,-1,0,0,0.0095854,0,0.49736,0
0,0,1,0,1,0,-1,0,0,0.010419,0,0.49713,0
0,0,1,0,1,0,-1,0,0,0.011286,0,0.4969,0
0,0,1,0,1,0,-1,0,0,0.012185,0,0.49665,0
0,0,1,0,1,0,-1,0,0,0.013118,0,0.49639,0
0,0,1,0,1,0,-1,0,0,0.014083,0,0.49613,0
0,0,1,0,1,0,-1,0,0,0.01508,0,0.49585,0
0,0,1,0,1,0,-1,0,0,0.01611,0,0.49557,0
0,0,1,0,1,0,-1,0,0,0.017171,0,0.49528,0
0,0,1,0,1,0,-1,0,0,0.018265,0,0.49498,0
0,0,1,0,1,0,-1,0,0,0.01939,0,0.49467,0
0,0,1,0,1,0,-1,0,0,0.020546,0,0.49435,0
0,0,1,0,1,0,-1,0,0,0.021734,0,0.49402,0
0,0,1,0,1,0,-1,0,0,0.022953,0,0.49369,0
0,0,1,0,1,0,-1,0,0,0.024203,0,0.49334,0
0,0,1,0,1,0,-1,0,0,0.025483,0,0.49299,0
0,0,1,0,1,0,-1,0,0,0.026794,0,0.49263,0
0,0,1,0,1,0,-1,0,0,0.028135,0,0.49226,0
0,0,1,0,1,0,-1,0,0,0.029507,0,0.49189,0
0,0,1,0,1,0,-1,0,0,0.030908,0,0.4915,0
0,0,1,0,1,0,-1,0,0,0.032339,0,0.49111,0
0,0,1,0,1,0,-1,0,0,0.0338,0,0.4907,0
0,0,1,0,1,0,-1,0,0,0.03529,0,0.4903,0
