0,1.5708,0,0.042647,0,-0.35555
2.7528e-18,1.5237,-2.6261e-18,0.04941,-7.9302e-18,-0.35294
2.3871e-18,1.6237,-2.5167e-18,0.057398,1.5206e-18,-0.3337
2.0351e-18,1.7237,-2.3727e-18,0.065163,-6.0642e-19,-0.31292
2.223e-16,1.8237,-2.8705e-16,0.073503,-3.2739e-16,-0.28991
2.0014e-16,1.9237,-2.87e-16,0.08319,-3.1389e-16,-0.26425
1.885e-16,1.9829,-2.8813e-16,0.092213,-3.0478e-16,-0.24173
1.8049e-16,2.0046,-2.8252e-16,0.099446,-2.939e-16,-0.22274
1.7699e-16,1.9976,-2.7491e-16,0.10417,-2.8825e-16,-0.2065
1.7471e-16,1.9622,-2.6111e-16,0.10458,-2.7932e-16,-0.19476
1.7513e-16,1.9034,-2.4577e-16,0.10048,-2.7251e-16,-0.18884
1.8183e-16,1.8463,-2.4036e-16,0.096673,-2.7513e-16,-0.18316
1.8216e-16,1.7909,-2.2742e-16,0.093103,-2.709e-16,-0.17765
1.9243e-16,1.7372,-2.2744e-16,0.089726,-2.809e-16,-0.17231
1.9258e-16,1.685,-2.1594e-16,0.086515,-2.7736e-16,-0.1671
1.9933e-16,1.6345,-2.1245e-16,0.08345,-2.8366e-16,-0.16202
2.0566e-16,1.5855,-2.0869e-16,0.080515,-2.9081e-16,-0.15707
2.4198e-16,1.5379,-2.3415e-16,0.077696,-3.4212e-16,-0.15226
2.1396e-16,1.4918,-1.9768e-16,0.074983,-3.0201e-16,-0.14758
1.9897e-16,1.447,-1.7574e-16,0.072367,-2.8194e-16,-0.14303
1.8677e-16,1.4036,-1.5789e-16,0.069841,-2.6488e-16,-0.13862
5.3219e-17,1.3615,-4.3102e-17,0.067398,-1.0619e-16,-0.13434
-6.9565e-17,1.3206,5.4026e-17,0.065034,3.1809e-17,-0.1302
-6.8522e-17,1.281,5.1072e-17,0.062742,2.6243e-17,-0.1262
-7.2712e-17,1.2426,5.2052e-17,0.060518,2.6275e-17,-0.12233
-7.7288e-17,1.2053,5.3178e-17,0.058357,2.5832e-17,-0.1186
-8.5507e-17,1.1692,5.6583e-17,0.056254,2.8194e-17,-0.11501
-8.7384e-17,1.1341,5.5646e-17,0.054205,2.397e-17,-0.11155
-9.3858e-17,1.1001,5.7548e-17,0.052206,2.5485e-17,-0.10822
-1.0003e-16,1.0671,5.9083e-17,0.050259,2.1746e-17,-0.10502
-1.0967e-16,1.035,6.243e-17,0.048376,2.0712e-17,-0.10194
-4.4771e-17,1.004,2.4575e-17,0.046588,-5.3497e-17,-0.098961
-5.4985e-17,0.97388,2.9112e-17,0.044939,-5.4023e-17,-0.096038
-5.4952e-17,0.94466,2.8075e-17,0.043372,-5.3753e-17,-0.093288
-5.4899e-17,0.91632,2.7074e-17,0.041805,-5.4548e-17,-0.09081
-5.4827e-17,0.88883,2.6108e-17,0.040308,-5.3335e-17,-0.088407
-5.4736e-17,0.86216,2.5175e-17,0.038904,-5.3258e-17,-0.086004
-5.4629e-17,0.8363,2.4275e-17,0.037594,-5.3977e-17,-0.083575
-5.4505e-17,0.81121,2.3406e-17,0.036379,-5.2958e-17,-0.081109
-6.4864e-17,0.78687,2.6924e-17,0.035236,-5.0034e-17,-0.078642
-8.3709e-17,0.76327,3.3593e-17,0.034131,-4.4355e-17,-0.07625
-1.0292e-16,0.74037,3.9943e-17,0.033062,-4.1119e-17,-0.073931
-1.1134e-16,0.71816,4.1793e-17,0.032028,-3.8661e-17,-0.071684
-1.2061e-16,0.69661,4.3795e-17,0.031027,-3.8897e-17,-0.069506
-1.387e-16,0.67572,4.8728e-17,0.030058,-3.916e-17,-0.067395
-1.5385e-16,0.65544,5.2305e-17,0.029121,-3.7577e-17,-0.065349
-1.6705e-16,0.63578,5.4968e-17,0.028213,-3.6401e-17,-0.063366
-1.7919e-16,0.61671,5.7076e-17,0.027335,-3.522e-17,-0.061444
-1.8848e-16,0.59821,5.8118e-17,0.026485,-3.3748e-17,-0.05958
-1.949e-16,0.58026,5.8188e-17,0.025662,-3.2957e-17,-0.057774
-2.0516e-16,0.56285,5.9313e-17,0.024865,-3.4797e-17,-0.056023
-2.1852e-16,0.54597,6.1179e-17,0.024094,-3.3638e-17,-0.054326
-2.2956e-16,0.52959,6.2248e-17,0.023347,-3.4551e-17,-0.052681
-2.4109e-16,0.5137,6.3323e-17,0.022624,-3.5123e-17,-0.051086
-2.5769e-16,0.49829,6.5564e-17,0.021924,-3.3425e-17,-0.04954
-2.6081e-16,0.48334,6.4287e-17,0.021246,-3.2749e-17,-0.048041
-2.7093e-16,0.46884,6.4702e-17,0.020589,-3.3609e-17,-0.046588
-2.8141e-16,0.45478,6.5115e-17,0.019953,-3.2321e-17,-0.045179
-2.8943e-16,0.44113,6.4894e-17,0.019337,-3.0614e-17,-0.043814
-2.9328e-16,0.4279,6.3723e-17,0.018741,-2.8272e-17,-0.04249
-3.0134e-16,0.41506,6.3451e-17,0.018163,-2.7338e-17,-0.041206
-3.0671e-16,0.40261,6.259e-17,0.017604,-2.6619e-17,-0.039962
-3.1269e-16,0.39053,6.1847e-17,0.017062,-2.6136e-17,-0.038755
-3.1799e-16,0.37882,6.096e-17,0.016537,-2.4276e-17,-0.037585
-3.2192e-16,0.36745,5.9819e-17,0.016028,-2.4445e-17,-0.036451
-3.2577e-16,0.35643,5.8679e-17,0.015536,-2.3455e-17,-0.035351
-3.2533e-16,0.34573,5.6806e-17,0.015058,-2.3214e-17,-0.034284
-3.2902e-16,0.33536,5.5693e-17,0.014596,-2.2694e-17,-0.03325
-3.3527e-16,0.3253,5.5019e-17,0.014148,-2.2943e-17,-0.032247
-3.3701e-16,0.31554,5.3617e-17,0.013715,-2.2353e-17,-0.031275
-3.4077e-16,0.30608,5.2562e-17,0.013294,-2.1691e-17,-0.030332
-3.4735e-16,0.29689,5.1946e-17,0.012887,-2.0837e-17,-0.029418
-3.4909e-16,0.28799,5.0618e-17,0.012493,-2.0688e-17,-0.028532
-3.5068e-16,0.27935,4.9302e-17,0.01211,-1.9624e-17,-0.027672
-3.5255e-16,0.27097,4.8059e-17,0.01174,-1.9695e-17,-0.026838
-3.563e-16,0.26284,4.7096e-17,0.011381,-1.8942e-17,-0.02603
-3.5994e-16,0.25495,4.6134e-17,0.011034,-1.8671e-17,-0.025246
-3.6423e-16,0.2473,4.5269e-17,0.010697,-1.8151e-17,-0.024486
-3.6827e-16,0.23989,4.4384e-17,0.01037,-1.7976e-17,-0.023748
-3.7051e-16,0.23269,4.3302e-17,0.010054,-1.7105e-17,-0.023033
-3.7319e-16,0.22571,4.2296e-17,0.0097472,-1.6897e-17,-0.02234
-3.7432e-16,0.21894,4.114e-17,0.0094501,-1.647e-17,-0.021668
-3.7662e-16,0.21237,4.0142e-17,0.0091622,-1.5449e-17,-0.021015
-3.7813e-16,0.206,3.9086e-17,0.0088832,-1.4907e-17,-0.020383
