0,1.5708,0,0.042647,0,-0.35555
1.827e-18,1.5394,-1.7705e-18,0.047234,-5.2731e-18,-0.35388
1.4949e-18,1.6394,-1.6011e-18,0.055347,-9.5354e-18,-0.3346
1.1794e-18,1.7394,-1.397e-18,0.063272,-1.0931e-17,-0.31377
-4.4685e-17,1.8394,5.8646e-17,0.072952,5.0754e-17,-0.28982
-3.7726e-17,1.923,5.4058e-17,0.083228,4.413e-17,-0.26565
-4.2175e-17,1.9676,6.3399e-17,0.092512,5.0426e-17,-0.24476
-4.4571e-17,1.9792,6.7851e-17,0.098581,5.1195e-17,-0.22857
-4.6069e-17,1.9557,6.8366e-17,0.098789,5.1054e-17,-0.22034
-4.5062e-17,1.9166,6.4129e-17,0.096219,4.8183e-17,-0.2158
-4.4542e-17,1.8782,6.0876e-17,0.093809,4.6314e-17,-0.21142
-4.5879e-17,1.8407,6.0293e-17,0.091517,4.6726e-17,-0.20716
-4.5691e-17,1.8038,5.7806e-17,0.089322,4.5293e-17,-0.203
-5.1288e-17,1.7678,6.2534e-17,0.087209,5.1191e-17,-0.19894
-5.1957e-17,1.7324,6.1114e-17,0.085171,5.0199e-17,-0.19496
-5.039e-17,1.6978,5.7232e-17,0.0832,4.7349e-17,-0.19107
-5.2115e-17,1.6638,5.7203e-17,0.08129,4.8225e-17,-0.18724
-5.6932e-17,1.6305,6.0439e-17,0.079438,5.2877e-17,-0.18349
-5.8369e-17,1.5979,5.9974e-17,0.077639,5.3643e-17,-0.17981
-6.2435e-17,1.566,6.2134e-17,0.07589,5.8306e-17,-0.1762
-4.0092e-17,1.5346,3.8668e-17,0.074188,2.3044e-17,-0.17265
-4.0718e-17,1.504,3.8084e-17,0.072531,2.2424e-17,-0.16917
-4.069e-17,1.4739,3.6925e-17,0.070916,2.0334e-17,-0.16576
-4.1596e-17,1.4444,3.6645e-17,0.069343,1.9845e-17,-0.16241
-4.3836e-17,1.4155,3.7508e-17,0.067808,2.0374e-17,-0.15912
-4.5166e-17,1.3872,3.7552e-17,0.06631,2.0752e-17,-0.1559
-4.8318e-17,1.3595,3.9051e-17,0.064849,2.2829e-17,-0.15274
-4.9389e-17,1.3323,3.8819e-17,0.063422,2.2217e-17,-0.14965
-3.1495e-17,1.3056,2.4083e-17,0.062029,-6.8945e-19,-0.14661
-3.2932e-17,1.2795,2.4507e-17,0.060669,-6.5151e-19,-0.14364
-3.7471e-17,1.2539,2.7147e-17,0.05934,2.323e-18,-0.14073
-3.901e-17,1.2288,2.7522e-17,0.058042,2.2629e-18,-0.13787
-3.8764e-17,1.2043,2.6642e-17,0.056773,5.8153e-19,-0.13508
-3.9166e-17,1.1802,2.6229e-17,0.055534,-4.4148e-20,-0.13234
-3.9699e-17,1.1566,2.5912e-17,0.054324,-1.512e-18,-0.12967
-4.2862e-17,1.1334,2.7275e-17,0.053141,-2.7144e-20,-0.12704
-4.4842e-17,1.1108,2.7826e-17,0.051986,-3.7084e-20,-0.12447
-4.5631e-17,1.0886,2.7619e-17,0.050856,9.7697e-20,-0.12196
-3.9888e-17,1.0668,2.3553e-17,0.049753,-7.3064e-18,-0.1195
-4.0778e-17,1.0455,2.3496e-17,0.048675,-8.2335e-18,-0.11709
-4.2677e-17,1.0245,2.3999e-17,0.047622,-8.438e-18,-0.11473
-4.1983e-17,1.0041,2.3046e-17,0.046592,-1.0974e-17,-0.11242
-4.5374e-17,0.98397,2.4318e-17,0.045587,-9.184e-18,-0.11015
-4.5927e-17,0.96429,2.4035e-17,0.044604,-9.6555e-18,-0.10794
-4.9361e-17,0.94501,2.523e-17,0.043644,-7.7902e-18,-0.10577
-5.1083e-17,0.92611,2.5504e-17,0.042706,-9.0831e-18,-0.10364
-5.2694e-17,0.90758,2.5701e-17,0.04179,-1.0273e-17,-0.10156
-5.3166e-17,0.88943,2.5336e-17,0.040896,-1.2353e-17,-0.099524
-5.5208e-17,0.87164,2.571e-17,0.040022,-1.3071e-17,-0.097527
-5.649e-17,0.85421,2.571e-17,0.039168,-1.3264e-17,-0.095572
-5.8401e-17,0.83713,2.598e-17,0.038335,-1.4782e-17,-0.093656
-5.9214e-17,0.82038,2.575e-17,0.037521,-1.5199e-17,-0.091778
-6.2137e-17,0.80398,2.6417e-17,0.036726,-1.4946e-17,-0.089939
-6.41e-17,0.7879,2.6645e-17,0.035951,-1.5337e-17,-0.088136
-6.5525e-17,0.77214,2.6634e-17,0.035194,-1.6111e-17,-0.086369
-6.786e-17,0.7567,2.6974e-17,0.034455,-1.4889e-17,-0.084637
-7.0042e-17,0.74156,2.723e-17,0.033733,-1.3905e-17,-0.082939
-7.1545e-17,0.72673,2.7205e-17,0.033029,-1.4197e-17,-0.081274
-7.3205e-17,0.7122,2.7229e-17,0.032341,-1.5886e-17,-0.079643
-7.6374e-17,0.69795,2.779e-17,0.031669,-1.4825e-17,-0.078043
-1.4025e-16,0.68399,4.9928e-17,0.031014,4.8427e-17,-0.076475
-1.4063e-16,0.67031,4.8982e-17,0.030373,4.7101e-17,-0.074937
-1.4135e-16,0.65691,4.8171e-17,0.029747,4.6114e-17,-0.07343
-1.4231e-16,0.64377,4.7458e-17,0.029135,4.5408e-17,-0.071953
-1.4314e-16,0.63089,4.6714e-17,0.028536,4.4417e-17,-0.070505
-1.4529e-16,0.61828,4.6402e-17,0.027951,4.4561e-17,-0.069086
-1.4497e-16,0.60591,4.5314e-17,0.027379,4.3553e-17,-0.067695
-1.4397e-16,0.59379,4.4045e-17,0.026819,4.2368e-17,-0.066332
-1.4253e-16,0.58192,4.2683e-17,0.026271,4.0769e-17,-0.064996
-1.4098e-16,0.57028,4.1324e-17,0.025734,3.8669e-17,-0.063688
-1.419e-16,0.55887,4.0718e-17,0.025209,3.8731e-17,-0.062405
-1.4145e-16,0.54769,3.9733e-17,0.024695,3.7573e-17,-0.061149
-1.4116e-16,0.53674,3.8819e-17,0.024191,3.677e-17,-0.059918
-1.407e-16,0.52601,3.7882e-17,0.023698,3.6301e-17,-0.058712
-1.3961e-16,0.51549,3.6802e-17,0.023214,3.5268e-17,-0.057531
-1.3912e-16,0.50518,3.5908e-17,0.022741,3.5154e-17,-0.056374
-1.3794e-16,0.49507,3.486e-17,0.022277,3.4227e-17,-0.05524
-1.3649e-16,0.48517,3.3776e-17,0.021822,3.3098e-17,-0.05413
-1.3458e-16,0.47547,3.2611e-17,0.021375,3.208e-17,-0.053043
-1.257e-16,0.46596,2.9828e-17,0.020938,2.466e-17,-0.051978
