0,0,0,0,0,0,0,0,0,0,0,0,0
2.3003e-18,-0.00013764,2.2136e-18,8.0806e-17,0.025724,-0.012099,-0.045041,-8.0486e-17,-0.0028977,-0.0028977,-0.0028977,-0.0028977,0
1.9533e-18,0.0046124,2.2939e-18,2.1027e-16,0.12572,-0.1121,0.054959,-4.7542e-16,0.097102,0.097102,0.097102,0.097102,0
1.6064e-18,0.0093624,2.3726e-18,2.5263e-16,0.22572,-0.2121,0.15496,-5.1735e-16,0.1971,0.1971,0.1971,0.1971,0
-6.3767e-17,0.012013,-5.1156e-17,2.4663e-16,0.32572,-0.3121,0.25496,-4.5018e-16,0.25291,0.25291,0.25291,0.25291,0
-5.6223e-17,0.013637,-4.6503e-17,2.5151e-16,0.42572,-0.4121,0.33857,-4.6358e-16,0.2871,0.2871,0.2871,0.2871,0
-6.4444e-17,0.014732,-5.2984e-17,2.5731e-16,0.52572,-0.5121,0.38315,-4.5546e-16,0.31014,0.31014,0.31014,0.31014,0
-6.8565e-17,0.015479,-5.4301e-17,2.6512e-16,0.61933,-0.6121,0.40115,-4.615e-16,0.32588,0.32588,0.32588,0.32588,0
-6.9916e-17,0.015975,-5.4413e-17,2.6738e-16,0.69654,-0.7121,0.40044,-4.6331e-16,0.33632,0.33632,0.33632,0.33632,0
-6.6921e-17,0.016282,-5.1763e-17,2.6407e-16,0.76261,-0.8038,0.38695,-4.6837e-16,0.34279,0.34279,0.34279,0.34279,0
-6.4822e-17,0.016462,-5.0037e-17,2.6107e-16,0.82092,-0.87791,0.36442,-4.6031e-16,0.34656,0.34656,0.34656,0.34656,0
-6.5512e-17,0.016558,-5.0436e-17,2.6004e-16,0.87362,-0.93901,0.33526,-4.559e-16,0.34859,0.34859,0.34859,0.34859,0
-6.4092e-17,0.016594,-4.8853e-17,2.5031e-16,0.92188,-0.98976,0.30094,-4.4772e-16,0.34935,0.34935,0.34935,0.34935,0
-7.0749e-17,0.016583,-5.421e-17,2.4677e-16,0.9664,-1.0319,0.26245,-4.3914e-16,0.34911,0.34911,0.34911,0.34911,0
-7.0554e-17,0.016533,-5.3202e-17,2.4408e-16,1.0076,-1.0666,0.22055,-4.3688e-16,0.34806,0.34806,0.34806,0.34806,0
-6.742e-17,0.01645,-5.0461e-17,2.3904e-16,1.0459,-1.0947,0.17582,-4.3858e-16,0.34631,0.34631,0.34631,0.34631,0
-6.8761e-17,0.016338,-5.1277e-17,2.3865e-16,1.0813,-1.1171,0.12876,-4.3799e-16,0.34395,0.34395,0.34395,0.34395,0
-7.4134e-17,0.0162,-5.5184e-17,2.2611e-16,1.1142,-1.1342,0.079795,-4.1547e-16,0.34105,0.34105,0.34105,0.34105,0
-7.5065e-17,0.016039,-5.5089e-17,2.0073e-16,1.1444,-1.1466,0.029281,-3.9335e-16,0.33766,0.33766,0.33766,0.33766,0
-7.9356e-17,0.015856,-5.8278e-17,1.6388e-16,1.1723,-1.1547,-0.022451,-3.5032e-16,0.33381,0.33381,0.33381,0.33381,0
-5.0393e-17,0.015654,-3.2303e-17,3.8455e-16,1.1978,-1.1588,-0.075111,-6.0169e-16,0.32956,0.32956,0.32956,0.32956,0
-5.0645e-17,0.015433,-3.1412e-17,3.7628e-16,1.221,-1.1594,-0.12844,-5.9034e-16,0.32491,0.32491,0.32491,0.32491,0
-5.0107e-17,0.015196,-3.0188e-17,4.01e-16,1.2419,-1.1566,-0.18221,-6.1532e-16,0.31991,0.31991,0.31991,0.31991,0
-5.074e-17,0.014942,-2.9964e-17,4.0996e-16,1.2607,-1.1508,-0.23622,-6.1753e-16,0.31457,0.31457,0.31457,0.31457,0
-5.2995e-17,0.014673,-3.0322e-17,4.0909e-16,1.2773,-1.1423,-0.29028,-6.1111e-16,0.30891,0.30891,0.30891,0.30891,0
-5.414e-17,0.014389,-3.0576e-17,4.0749e-16,1.292,-1.1313,-0.34425,-6.1323e-16,0.30293,0.30293,0.30293,0.30293,0
-5.7451e-17,0.014092,-3.2389e-17,4.0611e-16,1.3047,-1.1181,-0.39797,-6.0638e-16,0.29666,0.29666,0.29666,0.29666,0
-5.8275e-17,0.01378,-3.1712e-17,4.0586e-16,1.3155,-1.1027,-0.45133,-6.0474e-16,0.29011,0.29011,0.29011,0.29011,0
-3.6891e-17,0.013455,-1.0746e-17,4.214e-16,1.3245,-1.0855,-0.50424,-6.4013e-16,0.28327,0.28327,0.28327,0.28327,0
-3.8307e-17,0.013117,-1.0723e-17,4.2261e-16,1.3319,-1.0666,-0.5566,-6.3827e-16,0.27616,0.27616,0.27616,0.27616,0
-4.3299e-17,0.012767,-1.3481e-17,4.2649e-16,1.3376,-1.0461,-0.60834,-6.3381e-16,0.26877,0.26877,0.26877,0.26877,0
